,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,Dalc_Walc,Medu_Fedu,Medu_Mjob,goout_Walc,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,P|F_pass,avg_score
0,1.043880951024987,1.1582262287946972,1.3666380650652799,0.7897638042132048,-0.04982900618346254,-0.4373578021869028,0.05818281835787106,-0.2650253345745931,0.8033739276215613,-0.5358970050170827,-0.992945681484939,-0.4139751638352073,0.2816312792959925,-0.6329062873262448,1.616071332685815,-1.2947180377831127,-0.5926036306683599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.3572557884442695
1,0.2583863740160851,-1.5698272853085151,-1.3810998435315793,-0.6325596346541781,-0.04982900618346254,-0.4373578021869028,1.1636563671574178,-0.2650253345745931,-0.09716321838490838,-0.5358970050170827,-0.992945681484939,-0.4139751638352073,-0.1214568040655035,-0.6329062873262448,-1.2670606223405214,-1.2947180377831127,-0.7532237302788997,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.4473443822624046
2,-1.3126027800017186,-1.5698272853085151,-1.3810998435315793,-0.6325596346541781,-0.04982900618346254,3.583512314692687,0.05818281835787106,-0.2650253345745931,-0.9977003643913781,0.5768945901003567,0.55980888215406,-0.4139751638352073,1.0878074460189846,0.3793175728756617,-1.2670606223405214,-1.2947180377831127,-0.2713634314472803,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.63654703789919
3,-1.3126027800017186,1.1582262287946972,-0.46518720733262625,-0.6325596346541781,1.133609890673769,-0.4373578021869028,-1.0472907304416756,-1.2822942955679806,-0.9977003643913781,-0.5358970050170827,-0.992945681484939,1.0358917694125236,-0.5245448874269995,-0.6329062873262448,0.0784009566717688,-0.4963523511987997,-0.9138438298894395,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0751362446453732
4,-0.5271082029928168,0.24887505742695967,0.45072542886632677,-0.6325596346541781,-0.04982900618346254,-0.4373578021869028,0.05818281835787106,-0.2650253345745931,-0.9977003643913781,-0.5358970050170827,-0.2165683996654395,1.0358917694125236,-0.1214568040655035,-0.43046151528586346,0.2706097536735245,-0.09716950790664328,-0.5926036306683599,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5464584440810554
5,-0.5271082029928168,1.1582262287946972,0.45072542886632677,-0.6325596346541781,-0.04982900618346254,-0.4373578021869028,1.1636563671574178,0.7522436264187944,-0.9977003643913781,-0.5358970050170827,-0.2165683996654395,1.0358917694125236,1.0878074460189846,-0.43046151528586346,0.8472361446787917,1.1003790219698262,-0.5926036306683599,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.1652248384635082
6,-0.5271082029928168,-0.6604761139407778,-0.46518720733262625,-0.6325596346541781,-0.04982900618346254,-0.4373578021869028,0.05818281835787106,0.7522436264187944,0.8033739276215613,-0.5358970050170827,-0.992945681484939,-0.4139751638352073,-0.9276329707884955,-0.6329062873262448,-0.6904342313352542,-0.4963523511987997,-0.5926036306683599,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2643389002821589
7,0.2583863740160851,1.1582262287946972,1.3666380650652799,0.7897638042132048,-0.04982900618346254,-0.4373578021869028,0.05818281835787106,-2.299563256561368,0.8033739276215613,-0.5358970050170827,-0.992945681484939,-1.8638420970829384,0.2816312792959925,-0.6329062873262448,1.616071332685815,0.30201333538551317,-0.5926036306683599,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.3572557884442695
8,-1.3126027800017186,0.24887505742695967,-0.46518720733262625,-0.6325596346541781,-0.04982900618346254,-0.4373578021869028,0.05818281835787106,-1.2822942955679806,-0.9977003643913781,-0.5358970050170827,-0.992945681484939,-1.8638420970829384,-0.9276329707884955,-0.6329062873262448,-0.30601663733174267,0.5016047570315915,-0.9138438298894395,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.885933589008588
9,-1.3126027800017186,0.24887505742695967,1.3666380650652799,-0.6325596346541781,-0.04982900618346254,-0.4373578021869028,1.1636563671574178,1.769512587412182,-1.898237510397848,-0.5358970050170827,-0.992945681484939,1.0358917694125236,-0.9276329707884955,-0.6329062873262448,0.8472361446787917,-0.09716950790664328,-1.0744639294999792,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0751362446453732
10,-1.3126027800017186,1.1582262287946972,1.3666380650652799,-0.6325596346541781,-0.04982900618346254,-0.4373578021869028,-1.0472907304416756,-0.2650253345745931,-0.09716321838490838,-0.5358970050170827,-0.2165683996654395,-1.1389086304590728,-0.9276329707884955,-0.43046151528586346,1.616071332685815,1.8987447085541391,-0.2713634314472803,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.4563698502629203
